183;xml-id;auswahl;sender-1;sender-2;recipient-1;recipient-2;sender-placeName;recipient-placeName;date-cert;date-when;date-from;date-to;date-notBefore;date-notAfter;incipit;Handschrift- oder Abschriftennachweis;Umfang;Drucknachweis
y;G000001;ED;Ferdinand Gregorovius;;Allgemeine Zeitung (Redaktion);;Rom;Augsburg;high;1853-01-04;;;;;;H: SBB – PK, Slg. Darmstaedter 2f 1857: Gregorovius, Ferdinand, Bl. 1 ;1 Bl., 4°, ¾ S.;
y;G000003;ED;Ferdinand Gregorovius;;Morgenblatt für gebildete Leser;;Rom;Stuttgart;high;1853-01-04;;;;;;H: DLA Marbach, Handschriftenabteilung, A: Hauff-Kölle (Morgenblatt), 34801;1 Bl., 4°, 1 S.;
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1853-01-15;;;;;[Honoraranweisung];h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 28;;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1853-02-05;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 1;1 Bl., 4°, ½ S.;
y;G000004;ED;Ferdinand Gregorovius;;Gustav Kolb;;Rom;Augsburg;high;1853-02-05;;;;;;H: Biblioteka Jagiellońska Krakau, Hs.A.36.55;1 Bl., 4°, 1 S.;
y;G000002;ED;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;Johann Georg Freiherr Cotta von Cottendorf;Rom;Stuttgart;high;1853-04-09;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 2;1 Dbl., 4°, 3 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 200–203 (gekürzt)
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1853-04-26;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 2b;1 Bl., 4°, ½ S.;
n;;UN;Johann Georg Freiherr Cotta von Cottendorf;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1853-05-10;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 26a (K: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 2a);1 Dbl., 4°, 1 ¾ S. (von Schreiberhand mit eigh. Grußformel und Unterschrift);
y;G000005;ED;Ferdinand Gregorovius;;Allgemeine Zeitung (Redaktion);;Rom;Augsburg;high;1853-05-19;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 2c;1 Bl., 4°, 1 S.;
y;G000006;ED;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1853-05-20;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 3;1 Dbl., 4°, 2 ½ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 203–205 (stark gekürzt)
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1853-05-31;;;;;;K: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 3a;1 Dbl., 4°, 2 S.;
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Neapel;high;1853-06-26;;;;;;h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 74;;
n;;UN;Ferdinand Gregorovius;;Karl Rosenkranz;;Capri;Königsberg;high;1853-08-21;;;;;;;;D1: Max Jacobson: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Stuttgart [u. a.] 1894. Bd. 2. S. 351–352 (gekürzt) – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 172–173
n;;UN;Ferdinand Gregorovius;;Louis Köhler;Johanna Köhler;Genzano;Königsberg;high;1853-10-06;;;;;;h (Hermann Elgnowski): BSB München, NL Gregorovius, Gregoroviusiana 20, Köhler, Louis;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 45–47
y;G000014;ED;Ferdinand Gregorovius;;Friedrich Althaus;;Rom;London;high;1854-01-08;;;;;;;;Friedrich Althaus: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Bd. 2. Stuttgart [u. a.] 1894. S. 242–245
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1854-02-10;;;;;;h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 140;;
n;;UN;Ferdinand Gregorovius;;Louis Köhler;Johanna Köhler;Rom;Königsberg;high;1854-04-06;;;;;;h (Hermann Elgnowski): BSB München, NL Gregorovius, Gregoroviusiana 20, Köhler, Louis;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 48–49
n;;UN;Ferdinand Gregorovius;;Karl Rosenkranz;;Rom;Königsberg;high;1854-04-06;;;;;;;;D1: Max Jacobson: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Stuttgart [u. a.] 1894. Bd. 2. S. 352 (gekürzt) – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 173–174
y;G000015;ED;Ferdinand Gregorovius;;Friedrich Althaus;;Rom;London;high;1854-04-21;;;;;;;;Friedrich Althaus: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Bd. 2. Stuttgart [u. a.] 1894. S. 245–248
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1854-05-10;;;;;;h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 166;;
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1854-05-20;;;;;;h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 167;;
y;G000016;ED;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1854-05-25;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 4;1 Dbl., 4°, 1 ½ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 205–206
y;G000007;ED;Ferdinand Gregorovius;;Blätter für literarische Unterhaltung;;Rom;Leipzig;high;1854-05-30;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224;1 Bl., 4°, 1 S.;
y;G000017;ED;Ferdinand Gregorovius;;Alfred von Reumont;;Rom;Florenz;high;1854-06-19;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Reumont, S 1061, 287;1 Bl., 4°, 1 S.;
y;G000018;ED;Ferdinand Gregorovius;;Blätter für literarische Unterhaltung;;Rom;Leipzig;high;1854-06-20;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 10;1 Dbl., 4°, 1 S.;
;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1854-07-15;;;;;[Honoraranweisung];h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 190;;
n;;UN;Karl Rosenkranz;;Ferdinand Gregorovius;;Königsberg;Genazzano;high;1854-09-06;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Rosenkranz, Karl, 1;1 Dbl., 8°, 3 ½ S. + Umschlag;D1: Kurt Getzuhn: Briefe von Karl Rosenkranz. In: Altpreußische Monatsschrift. Bd. 49. H. 1. Königsberg 1912. S. 170–173 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 50–51
y;G000040;ED;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Genazzano;Stuttgart;high;1854-09-14;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 5;1 Dbl., 4°, 2 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 207–208 (gekürzt)
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Genazzano;high;1854-10-03;;;;;;K: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 5;1 Dbl., 4°, 1 ¾ S. (2r–v) – 1r–v Brief von Gregorovius an Cotta, 14.9.1854 (DLA Marbach, Cotta-Archiv, Cotta-Briefe, 5);
n;;UN;Ferdinand Gregorovius;;Albrecht Pancritius;;Rom;Königsberg;high;1854-10-09;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 3;2 Bl., 8°, 3 ¼ S.;Heinrich Hubert Houben: Freundesbriefe von Ferdinand Gregorovius. In: Deutsche Rundschau. Bd. 167. Berlin 1916. S. 48–51 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 51–54
n;;UN;Salvatore Viale;;Ferdinand Gregorovius;;Bastia;Königsberg;high;1854-12-11;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Viale, Salvatore, 1;1 Dbl., 4°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Karl Rosenkranz;;Rom;Königsberg;high;1854-12-20;;;;;;;;D1: Max Jacobson: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Stuttgart [u. a.] 1894. Bd. 2. S. 353–354 (gekürzt) – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 174–175
n;;UN;Ferdinand Gregorovius;;Alexander Jung;;Rom;Königsberg;high;1855-00-00;;;;;Ich bin eigentlich nach Rom gekommen, um mir den gemeinen Bauernverstand zu erobern;;;D1: Briefe von Ferdinand Gregorovius an Alexander Jung. In: Ferdinand Gregorovius, Wanderjahre in Italien. Hrsg. von Heinrich Hubert Houben. 2 Bde. Leipzig 1912. Bd. 2. S. 253 (Auszug) – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 184
n;;UN;Ferdinand Gregorovius;;Alexander Jung;;Rom;Königsberg;high;1855-00-00;;;;;Von den Italienern kann man doch viel lernen, ich meine von ihren Geschichtschreibern;;;D1: Briefe von Ferdinand Gregorovius an Alexander Jung. In: Ferdinand Gregorovius, Wanderjahre in Italien. Hrsg. von Heinrich Hubert Houben. 2 Bde. Leipzig 1912. Bd. 2. S. 253 (Auszug) – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 184
n;G000066;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-01-06;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 11;1 Bl., 4°, 2 S.;
;;UN;Ferdinand Gregorovius;;Allgemeine Zeitung (Redaktion);;Rom;Augsburg;high;1855-01-27;;;;;;H: Antiquariat INLIBRIS (Stand August 2021);1 Bl., 4°, 1 S.;Antiquariat INLIBRIS (Auszug)
;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1855-01-29;;;;;[Honoraranweisung];h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 267;;
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;Rom;Königsberg;high;1855-02-04;;;;;;H: Hessisches Staatsarchiv Marburg, Bestand 340, Depositum Dehio, Teil A: Nachlaß Ludwig Friedländer, A 47;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 56
;ed_wt1_4n4_5nb;ED;Ferdinand Gregorovius;;Louis Harder;;Rom;Königsberg;high;1855-02-04;;;;;;H: Bochum, Heimatstube der Kreisgemeinschaft Neidenburg;1 Bl., 4°, 2 S.;
n;;UN;Ferdinand Gregorovius;;Albrecht Pancritius;;Rom;Königsberg;high;1855-02-04;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 4;1 Bl., 12°, 2 S.;D1: Heinrich Hubert Houben: Freundesbriefe von Ferdinand Gregorovius. In: Deutsche Rundschau. Bd. 167. Berlin 1916. S. 51–52 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 55
n;G000060;ED;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;Heinrich Brockhaus;Rom;Leipzig;high;1855-03-02;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 12;1 Dbl., 4°, 1 ¾ S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1855-03-14;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 6;1 Dbl., 4°, 1 ¼ S. (1r–v) + ½ S. (2r Honorarquittung);Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 209 (gekürzt)
n;;UN;Salvatore Viale;;Ferdinand Gregorovius;;Bastia;Königsberg;high;1855-03-27;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Viale, Salvatore, 2;1 Dbl., 8°, 1 S.;
n;G000038;ED;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;Heinrich Brockhaus;Rom;Leipzig;high;1855-04-22;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 13;1 Dbl., 8°, 2 ¼ S.;
n;G000061;ED;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;Heinrich Brockhaus;Rom;Leipzig;high;1855-04-28;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 14;1 Bl., 4°, 1 S.;
;ed_jgz_qbj_5nb;ED;Ferdinand Gregorovius;;Thomas Constable;;Rom;Edinburgh;high;1855-05-15;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 44;1 Dbl., 4°, 3 S.;
;ed_igb_ldl_vnb;ED;Ferdinand Gregorovius;;Louis Harder;;Rom;Königsberg;high;1855-05-19;;;;;;H: Bochum, Heimatstube der Kreisgemeinschaft Neidenburg;1 Dbl., 4°, 2 S.;
n;;UN;Ferdinand Gregorovius;;Albrecht Pancritius;;Rom;Königsberg;high;1855-05-19;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 5;1 Bl., 8°, 2 S.;D1: Heinrich Hubert Houben: Freundesbriefe von Ferdinand Gregorovius. In: Deutsche Rundschau. Bd. 167. Berlin 1916. S. 52–53 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. 57–58
n;G000044;ED;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Rom;Stuttgart;high;1855-05-27;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 7;1 Dbl., 4°, 2 ¼ S.;D1: Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 212–213 – D2: Auch ich in Arcadien. Kunstreisen nach Italien 1600-1900. Katalog zur Ausstellung im Schiller-Nationalmuseum Marbach Mai-Okt. 1966. Hrsg. von Dorothea Kuhn [u. a.]. Marbach 1966 S. 228–229
n;G000062;ED;Ferdinand Gregorovius;;Alfred von Reumont;;Rom;Berlin;high;1855-05-29;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Reumont, S 1061, 288;1 Dbl., 4°, 3 ¼ S.;
n;G000078;ED;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1855-06-03;;;;;;H: DLA Marbach, Cotta-Archiv, 8;1 Dbl., 4°, 1 ¾ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 212–213
n;G000057;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-06-27;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 15;1 Bl., 4°, 1 ¾ S.;
;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1855-07-01;;;;;[Honoraranweisung];h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 339;;
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1855-07-11;;;;;;h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 328;;
n;G000073;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-07-19;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 16;1 Dbl., 4°, 2 ¼ S.;
n;G000076;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-08-22;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 17;1 Dbl., 1 Bl., 4°, 4 ¼ S.;Berühmte Autoren des Verlages F. A. Brockhaus Leipzig. Leipzig 1914. S. 28–32
n;G000033;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-09-12;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 18;1 Dbl., 4°, 3 S.;
n;G000037;ED;Ferdinand Gregorovius;;Ottilie Elgnowski;Emilie Auguste Gregorovius;Rom;Neidenburg;high;1855-09-16;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Elgnowski, Ottilie, 1a;1 Dbl., 4°, 4 S.;
n;G000064;ED;Ferdinand Gregorovius;;Theodor Heyse;;Rom;Florenz;high;1855-09-17;;;;;;H: BBAW, Archiv, NL Theodor Heyse, Bl. 1–2;1 Dbl., 4°, 4 S.;Briefe von Ferdinand Gregorovius an Theodor Heyse. In: Mittheilungen aus dem Litteraturarchive in Berlin 1899. Berlin 1899. S. 175–178 (leicht gekürzt)
n;;UN;Karl Rosenkranz;;Ferdinand Gregorovius;;Königsberg;Genazzano;high;1855-09-21;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Rosenkranz, Karl, 2;1 Dbl., 8°, 1 ¾ S.;Kurt Getzuhn: Briefe von Karl Rosenkranz. In: Altpreußische Monatsschrift. Bd. 49. H. 1. Königsberg 1912. S. 173–174 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 58–59
n;G000050;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-10-26;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 19;1 Dbl., 4°, 2 ¾ S.;
n;G000026;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-10-29;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 20;1 Dbl., 4°, 1 ¾ S.;
n;;UN;Ferdinand Gregorovius;;Familie Skrzeczka;;Rom;Königsberg;high;1855-11-16;;;;;;h (Hemann Elgnowski): BSB München, NL Gregorovius, Gregoroviusiana 20, Skrczecka;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. 59
n;G000042;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-11-28;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 21;1 Dbl., 4°, 1 ¾ S.;
n;G000056;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-12-11;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 22;1 Dbl., 4°, 4 S.;
n;G000028;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-12-13;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 23;1 Bl., 4°, 1 S.;
n;G000027;ED;Ferdinand Gregorovius;;Theodor Heyse;;Rom;Florenz;high;1855-12-20;;;;;;H: BBAW, Archiv, NL Theodor Heyse, Bl. 3–4;1 Dbl., 4°, 4 S.;Briefe von Ferdinand Gregorovius an Theodor Heyse. In: Mittheilungen aus dem Litteraturarchive in Berlin 1899. Berlin 1899. S. 178–182
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;Rom;Königsberg;high;1855-12-27;;;;;;H: Hessisches Staatsarchiv Marburg, Bestand 340, Depositum Dehio, Teil A: Nachlaß Ludwig Friedländer, A 47;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 60
n;G000029;ED;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;;Rom;Leipzig;high;1855-12-29;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 24;1 Bl., 4°, 1 S.;
n;G000071;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1855-12-30;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 25;1 Dbl., 4°, 3 ¾ S.;
;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;Rom;high;1855-12-31;;;;;[Honoraranweisung];h: DLA Marbach, Cotta-Archiv, Gelehrten-Copierbuch IV, 411;;
n;G000034;ED;Ferdinand Gregorovius;;Theodor Heyse;;Rom;Florenz;high;1856-01-06;;;;;;H: BBAW, Archiv, NL Theodor Heyse, Bl. 5–6;1 Dbl., 4°, 4 S.;Briefe von Ferdinand Gregorovius an Theodor Heyse. In: Mittheilungen aus dem Litteraturarchive in Berlin 1899. Berlin 1899. S. 182–186 (leicht gekürzt)
n;G000077;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1856-01-19;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 26;1 Dbl., 4°, 2 S.;
n;G000045;ED;Ferdinand Gregorovius;;Johann Georg Freiherr Cotta von Cottendorf;;Rom;Stuttgart;high;1856-01-31;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 9 und 9a (Honorarquittung);1 Dbl., 4°, 2 S. + 1 Bl., 8°-quer, ¼ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 213–214
n;G000023;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1856-02-16;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 27;1 Dbl., 4°, 2 ¾ S.;
n;;UN;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;;Rom;Leipzig;high;1856-02-21;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 28;1 Bl., 4°, 1 S.;
n;;UN;Ferdinand Gregorovius;;Karl Rosenkranz;;Rom;Königsberg;high;1856-03-17;;;;;;;;D1: Max Jacobson: Ungedruckte Briefe von Ferdinand Gregorovius. In: Deutsche Revue über das gesamte nationale Leben der Gegenwart. Jg. 19. Stuttgart [u. a.] 1894. Bd. 2. S. 354–355 (gekürzt) – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 176
n;;UN;Ferdinand Gregorovius;;Familie Skrzeczka;;Rom;Königsberg;high;1856-03-19;;;;;;h (Hermann Elgnowski): BSB München, NL Gregorovius, Gregoroviusiana 20, Skrczecka;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 61
n;;UN;Ferdinand Gregorovius;;Albrecht Pancritius;;Rom;Königsberg;high;1856-03-26;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 6;2 Bl., 8°, 4 S.;D1: Heinrich Hubert Houben: Freundesbriefe von Ferdinand Gregorovius. In: Deutsche Rundschau. Bd. 167. Berlin 1916. S. 53–56 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 61–64
n;G000055;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1856-04-03;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 29;1 Dbl., 8°, 2 ½ S.;
n;;UN;Ferdinand Gregorovius;;Louis Köhler;Johanna Köhler;Rom;Königsberg;high;1856-05-04;;;;;;h (Hermann Elgnowski): BSB München, NL Gregorovius, Gregoroviusiana 20, Köhler, Louis;;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 64–65
n;G000030;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Rom;Leipzig;high;1856-05-28;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 30;1 Dbl., 8°, 1 ½ S.;
n;;UN;Karl Rosenkranz;;Ferdinand Gregorovius;;Königsberg;Rom;high;1856-05-30;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Rosenkranz, Karl, 3;1 Dbl., 8°, 4 S.;D1: Kurt Getzuhn: Briefe von Karl Rosenkranz. In: Altpreußische Monatsschrift. Bd. 49. H. 1. Königsberg 1912. S. 174–176 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 65–66
n;G000393;ED;Ferdinand Gregorovius;;Paolo Emiliani Giudici;;Rom;Florenz;high;1856-06-01;;;;;;H: Archivio di Stato di Firenze, ASFI-R-00310;1 Dbl., 8°, 2 S.;
n;G000053;ED;Ferdinand Gregorovius;;Heinrich Brockhaus;;Genazzano;Leipzig;high;1856-07-12;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 31;1 Dbl., 4°, 1 S.;
n;G000051;ED;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;Genazzano;Stuttgart;high;1856-07-16;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 10;1 Dbl., 4°, 2 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 215–216
n;;UN;Alexander von Humboldt;;Ferdinand Gregorovius;;Berlin;Rom;high;1856-07-29;;;;;;H: BSB München, Autogr.Cim., Humboldt, Alexander von, 13;1 Dbl., 8°, 2 S. + Umschlag;
